type,policy_logps,reference_logps,rewards,lengths
chosen,-91.68092346191406,-87.5583267211914,-0.41225966811180115,-99
rejected,-156.18838500976562,-140.58551025390625,-1.5602874755859375,-77
chosen,-53.724918365478516,-47.7022590637207,-0.6022659540176392,-1
rejected,-95.31405639648438,-75.24977111816406,-2.0064284801483154,35
chosen,-108.90850830078125,-107.52083587646484,-0.13876724243164062,4
rejected,-31.183753967285156,-11.73660945892334,-1.9447144269943237,-43
chosen,-126.43095397949219,-101.62945556640625,-2.480149984359741,27
rejected,-22.340225219726562,-18.296499252319336,-0.40437260270118713,-4
chosen,-160.0442352294922,-141.6274871826172,-1.8416748046875,-61
rejected,-129.7642822265625,-122.18942260742188,-0.7574859857559204,-75
chosen,-28.082067489624023,-19.540775299072266,-0.8541292548179626,-109
rejected,-105.25665283203125,-89.44003295898438,-1.5816620588302612,-80
chosen,-195.95318603515625,-150.24075317382812,-4.5712432861328125,106
rejected,-63.599937438964844,-56.611976623535156,-0.6987960934638977,12
chosen,-369.4384765625,-354.2804870605469,-1.5157989263534546,165
rejected,-43.1837158203125,-11.510509490966797,-3.167320728302002,-13
chosen,-291.7225341796875,-266.3040771484375,-2.5418457984924316,-207
rejected,-88.93763732910156,-79.9393310546875,-0.8998306393623352,-311
chosen,-24.273460388183594,-19.23859214782715,-0.5034868121147156,-234
rejected,-24.982458114624023,-12.833438873291016,-1.2149019241333008,-236
chosen,-71.27940368652344,-63.15349578857422,-0.8125907778739929,13
rejected,-173.57960510253906,-163.58651733398438,-0.9993087649345398,40
chosen,-160.5232391357422,-139.2651824951172,-2.125805616378784,55
rejected,-263.6163330078125,-237.41952514648438,-2.619680881500244,120
chosen,-311.03619384765625,-287.2021789550781,-2.38340163230896,136
rejected,-342.54827880859375,-326.7947998046875,-1.575347900390625,165
chosen,-159.71868896484375,-146.62799072265625,-1.3090698719024658,58
rejected,-90.66790008544922,-77.207275390625,-1.3460625410079956,26
chosen,-211.87342834472656,-191.9840850830078,-1.9889343976974487,-314
rejected,-143.4899444580078,-121.07025146484375,-2.241969347000122,-329
chosen,-203.70558166503906,-195.60498046875,-0.8100601434707642,-48
rejected,-322.838623046875,-292.6767578125,-3.016186475753784,-4
chosen,-38.873878479003906,-19.871850967407227,-1.900202751159668,-11
rejected,-46.23136901855469,-33.88002014160156,-1.2351349592208862,9
chosen,-443.0539855957031,-405.90118408203125,-3.715280294418335,-4
rejected,-603.5303344726562,-567.2525024414062,-3.6277832984924316,-3
chosen,-139.14540100097656,-112.0117416381836,-2.7133660316467285,-388
rejected,-151.1077117919922,-119.42076873779297,-3.168694257736206,-389
chosen,-106.7201156616211,-100.58503723144531,-0.613507866859436,-316
rejected,-271.4148864746094,-261.00006103515625,-1.0414825677871704,-272
chosen,-105.33525848388672,-100.13014221191406,-0.5205116271972656,-117
rejected,-5.712899208068848,-2.0324432849884033,-0.3680455982685089,-156
chosen,-133.53135681152344,-107.77822875976562,-2.575312852859497,48
rejected,-50.590660095214844,-17.240966796875,-3.3349692821502686,-10
chosen,-81.41062927246094,-64.0395736694336,-1.7371056079864502,-4
rejected,-126.08341979980469,-91.08612823486328,-3.4997291564941406,-4
chosen,-164.94163513183594,-156.52540588378906,-0.8416229486465454,-202
rejected,-133.46163940429688,-128.48468017578125,-0.4976959228515625,-204
chosen,-180.49948120117188,-169.46937561035156,-1.1030105352401733,-162
rejected,-403.319091796875,-368.4820556640625,-3.48370361328125,-70
chosen,-258.81317138671875,-236.3485870361328,-2.2464585304260254,-137
rejected,-304.8655090332031,-267.800048828125,-3.7065460681915283,-115
chosen,-56.94496154785156,-51.45274353027344,-0.5492218136787415,-116
rejected,-37.123077392578125,-30.029264450073242,-0.7093812823295593,-121
chosen,-29.177820205688477,-24.81671905517578,-0.43611010909080505,-8
rejected,-13.37283706665039,-6.753149032592773,-0.6619688272476196,-16
chosen,-665.232666015625,-626.8320922851562,-3.840057373046875,221
rejected,-355.5532531738281,-330.28338623046875,-2.526986837387085,103
chosen,-26.668851852416992,-12.686368942260742,-1.398248314857483,-115
rejected,-57.537742614746094,-48.31414031982422,-0.9223602414131165,-99
chosen,-95.11227416992188,-87.19441223144531,-0.7917861938476562,-181
rejected,-124.07162475585938,-108.96884155273438,-1.510278344154358,-191
chosen,-20.111194610595703,-14.284168243408203,-0.58270263671875,-190
rejected,-51.55488586425781,-34.01219940185547,-1.7542686462402344,-204
chosen,-12.655706405639648,-14.370415687561035,0.17147092521190643,-64
rejected,-38.61491394042969,-34.3593635559082,-0.4255550503730774,-51
chosen,-337.28021240234375,-332.59881591796875,-0.4681396484375,181
rejected,-359.59765625,-338.2218017578125,-2.137585401535034,227
chosen,-167.21255493164062,-152.40496826171875,-1.4807586669921875,40
rejected,-326.95794677734375,-299.3639831542969,-2.7593963146209717,127
chosen,-221.82028198242188,-194.81216430664062,-2.7008118629455566,71
rejected,-116.31425476074219,-98.18880462646484,-1.8125450611114502,25
chosen,-95.73245239257812,-80.64484405517578,-1.5087608098983765,-25
rejected,-69.97479248046875,-41.07487106323242,-2.8899922370910645,-50
chosen,-22.214153289794922,-14.98469066619873,-0.722946286201477,-414
rejected,-48.62620544433594,-47.552799224853516,-0.10734062641859055,-367
chosen,-129.39547729492188,-126.34639739990234,-0.30490800738334656,-114
rejected,-178.29364013671875,-163.37158203125,-1.4922058582305908,-117
chosen,-84.23551177978516,-73.55481719970703,-1.0680694580078125,-125
rejected,-48.76405715942383,-36.74101638793945,-1.2023041248321533,-141
chosen,-96.32048034667969,-82.45964813232422,-1.3860832452774048,13
rejected,-51.5963134765625,-30.998104095458984,-2.0598208904266357,-4
chosen,-20.187896728515625,-10.673377990722656,-0.9514518976211548,-160
rejected,-48.70671844482422,-44.49741744995117,-0.4209301173686981,-148
chosen,-153.14578247070312,-145.09793090820312,-0.8047851920127869,51
rejected,-92.88760375976562,-68.44849395751953,-2.443911075592041,19
chosen,-43.53325271606445,-30.955106735229492,-1.257814645767212,-18
rejected,-164.49990844726562,-143.10604858398438,-2.139385938644409,28
chosen,-97.41344451904297,-85.1666030883789,-1.2246841192245483,-103
rejected,-72.30351257324219,-64.44886016845703,-0.7854652404785156,-114
chosen,-0.4350126087665558,-2.4854519367218018,0.2050439417362213,-208
rejected,-28.21329689025879,-9.777729988098145,-1.8435566425323486,-206
chosen,-326.95159912109375,-293.15252685546875,-3.3799073696136475,147
rejected,-53.4954948425293,-24.667373657226562,-2.882812261581421,-8
chosen,-103.78938293457031,-93.55921936035156,-1.023016333580017,-77
rejected,-233.27767944335938,-216.52903747558594,-1.6748641729354858,-9
chosen,-103.01658630371094,-94.29269409179688,-0.8723892569541931,-181
rejected,-273.76348876953125,-255.731689453125,-1.8031799793243408,-82
chosen,-41.88829803466797,-38.82154083251953,-0.3066757321357727,-125
rejected,-11.752760887145996,-1.1908111572265625,-1.0561950206756592,-142
chosen,-408.7173156738281,-385.0059509277344,-2.371136426925659,-66
rejected,-23.055068969726562,-8.577499389648438,-1.4477570056915283,-256
chosen,-62.3416748046875,-52.87177276611328,-0.9469901919364929,13
rejected,-63.78011703491211,-61.70005416870117,-0.20800629258155823,33
chosen,-176.10545349121094,-163.2318115234375,-1.2873642444610596,-180
rejected,-342.4913330078125,-317.00433349609375,-2.5487000942230225,-130
chosen,-69.37239837646484,-55.003299713134766,-1.4369099140167236,6
rejected,-146.9265899658203,-133.01467895507812,-1.3911911249160767,36
chosen,-55.89216613769531,-44.71813201904297,-1.1174033880233765,3
