type,policy_logps,reference_logps,rewards,lengths
chosen,-80.5534896850586,-39.59569549560547,-4.0957794189453125,-167
rejected,-193.2652587890625,-140.10963439941406,-5.315562725067139,-125
chosen,-69.88904571533203,-30.114473342895508,-3.9774575233459473,-7
rejected,-137.14553833007812,-82.00297546386719,-5.514256477355957,9
chosen,-66.96400451660156,-31.003049850463867,-3.596095323562622,-5
rejected,-161.2850341796875,-119.197998046875,-4.208703517913818,29
chosen,-37.791595458984375,-10.536636352539062,-2.7254960536956787,-69
rejected,-53.305545806884766,-21.796598434448242,-3.1508948802948,-67
chosen,-107.61068725585938,-75.34269714355469,-3.2267990112304688,-160
rejected,-153.53640747070312,-114.38970184326172,-3.914670705795288,-128
chosen,-77.20600891113281,-54.241878509521484,-2.2964131832122803,7
rejected,-90.4165267944336,-24.899959564208984,-6.551657199859619,-6
chosen,-161.92050170898438,-134.0580291748047,-2.7862472534179688,4
rejected,-110.43959045410156,-74.3176040649414,-3.6121985912323,-26
chosen,-116.96110534667969,-97.01593780517578,-1.9945167303085327,-12
rejected,-71.32294464111328,-24.348434448242188,-4.697451114654541,-52
chosen,-64.72190856933594,-14.811365127563477,-4.991054534912109,-6
rejected,-103.04084777832031,-59.8509521484375,-4.3189897537231445,29
chosen,-55.515907287597656,-34.55996322631836,-2.0955944061279297,-91
rejected,-80.90806579589844,-30.489498138427734,-5.04185676574707,-79
chosen,-302.0738220214844,-244.66448974609375,-5.740933418273926,-86
rejected,-179.4150390625,-134.36253356933594,-4.505250453948975,-120
chosen,-279.63775634765625,-260.91455078125,-1.872320532798767,-102
rejected,-89.59259796142578,-63.584739685058594,-2.600785970687866,-218
chosen,-63.82799530029297,-15.710278511047363,-4.811771869659424,-44
rejected,-60.34498977661133,-18.270000457763672,-4.207499027252197,-44
chosen,-45.89405822753906,-23.91643524169922,-2.1977622509002686,-88
rejected,-83.73351287841797,-58.194435119628906,-2.553907871246338,-77
chosen,-70.42048645019531,-45.542930603027344,-2.487755537033081,-86
rejected,-160.70504760742188,-113.01252746582031,-4.769252300262451,-56
chosen,-67.2720718383789,-6.700713634490967,-6.057136058807373,-42
rejected,-124.71611022949219,-76.38447570800781,-4.833163738250732,-15
chosen,-113.57740020751953,-74.77059173583984,-3.880680799484253,-169
rejected,-249.7965850830078,-198.41668701171875,-5.1379899978637695,-143
chosen,-556.8549194335938,-494.17999267578125,-6.267492771148682,4
rejected,-375.24322509765625,-297.6362609863281,-7.7606964111328125,-105
chosen,-200.5293426513672,-185.94500732421875,-1.4584335088729858,-69
rejected,-190.34054565429688,-162.75326538085938,-2.75872802734375,-100
chosen,-221.44732666015625,-191.28646850585938,-3.0160858631134033,-191
rejected,-203.19528198242188,-172.10409545898438,-3.109118700027466,-218
chosen,-275.432861328125,-240.46327209472656,-3.4969589710235596,-136
rejected,-33.225746154785156,-7.118950843811035,-2.6106796264648438,-250
chosen,-167.90052795410156,-126.43975830078125,-4.1460771560668945,-112
rejected,-304.54681396484375,-269.9884033203125,-3.455841064453125,-31
chosen,-139.8768310546875,-101.0296630859375,-3.884716749191284,-38
rejected,-213.85238647460938,-151.43858337402344,-6.241380214691162,-37
chosen,-17.34807014465332,-9.384085655212402,-0.7963984608650208,-11
rejected,-86.85585021972656,-42.91509246826172,-4.394075870513916,-3
chosen,-149.3427734375,-126.73917388916016,-2.2603600025177,-144
rejected,-55.468902587890625,-12.109240531921387,-4.335966110229492,-125
chosen,-537.148681640625,-489.6591796875,-4.748950481414795,231
rejected,-519.1526489257812,-477.8039245605469,-4.1348724365234375,231
chosen,-66.39299774169922,-51.768035888671875,-1.4624961614608765,15
rejected,-60.661773681640625,-50.1039924621582,-1.0557781457901,6
chosen,-90.97306823730469,-77.00434875488281,-1.3968719244003296,-173
rejected,-34.20998764038086,-15.330742835998535,-1.8879245519638062,-217
chosen,-199.46905517578125,-168.7304229736328,-3.0738632678985596,-29
rejected,-547.9588623046875,-491.3619689941406,-5.659689426422119,-3
chosen,-114.50608825683594,-64.14148712158203,-5.0364603996276855,14
rejected,-90.72599792480469,-19.18880844116211,-7.1537184715271,-8
chosen,-79.08851623535156,-47.761268615722656,-3.1327247619628906,12
rejected,-166.06825256347656,-112.22918701171875,-5.383906841278076,31
chosen,-217.81805419921875,-198.36904907226562,-1.9449005126953125,6
rejected,-130.38742065429688,-94.84417724609375,-3.5543243885040283,-59
chosen,-411.7260437011719,-378.6521301269531,-3.307391405105591,168
rejected,-307.935546875,-300.29473876953125,-0.764080822467804,133
chosen,-88.51050567626953,-40.102569580078125,-4.840793609619141,4
rejected,-85.23636627197266,-16.845924377441406,-6.839044094085693,-5
chosen,-101.19154357910156,-92.42658996582031,-0.876495361328125,39
rejected,-83.46603393554688,-55.276161193847656,-2.8189873695373535,19
chosen,-153.5150604248047,-129.85870361328125,-2.365635633468628,-163
rejected,-151.11859130859375,-126.87483215332031,-2.4243760108947754,-180
chosen,-168.84817504882812,-144.7935028076172,-2.4054672718048096,-45
rejected,-187.3201904296875,-148.73776245117188,-3.8582427501678467,-29
chosen,-141.8866424560547,-91.89806365966797,-4.9988579750061035,-160
rejected,-257.4599304199219,-188.73226928710938,-6.872766017913818,-116
chosen,-131.75027465820312,-103.94095611572266,-2.7809319496154785,-19
rejected,-76.19368743896484,-10.516717910766602,-6.567697048187256,-77
chosen,-85.39138793945312,-50.8080940246582,-3.458329439163208,-167
rejected,-95.53117370605469,-58.938838958740234,-3.659233570098877,-157
chosen,-135.53829956054688,-116.41080474853516,-1.9127495288848877,-127
rejected,-155.17803955078125,-92.02647399902344,-6.31515645980835,-146
chosen,-58.47599411010742,-21.745922088623047,-3.6730072498321533,-64
rejected,-126.92378234863281,-81.41744995117188,-4.550633430480957,-41
chosen,-162.4286346435547,-119.42291259765625,-4.300572395324707,-58
rejected,-233.21339416503906,-180.7474365234375,-5.246595859527588,-43
chosen,-138.13726806640625,-87.989990234375,-5.01472806930542,17
rejected,-125.04141235351562,-65.86972045898438,-5.917169094085693,5
chosen,-81.15238952636719,-28.963775634765625,-5.2188615798950195,-9
rejected,-65.44993591308594,-21.99457550048828,-4.345536231994629,6
chosen,-234.8679656982422,-186.65676879882812,-4.821119785308838,-29
rejected,-96.68878173828125,-73.45669555664062,-2.3232085704803467,-64
chosen,-74.35882568359375,-46.85105514526367,-2.750777006149292,-121
rejected,-338.8429260253906,-259.7417907714844,-7.91011381149292,-8
chosen,-249.47410583496094,-241.69126892089844,-0.7782837152481079,104
rejected,-98.26528930664062,-50.75129699707031,-4.751399517059326,20
chosen,-108.59765625,-53.473594665527344,-5.512406349182129,10
rejected,-184.57225036621094,-121.61904907226562,-6.2953200340271,38
chosen,-86.38877868652344,-66.72187805175781,-1.9666900634765625,-243
rejected,-272.47698974609375,-206.42324829101562,-6.605374336242676,-189
chosen,-137.51715087890625,-100.96882629394531,-3.654832601547241,-104
rejected,-86.70353698730469,-20.359525680541992,-6.634400844573975,-162
chosen,-42.042701721191406,-11.865787506103516,-3.0176913738250732,-52
rejected,-87.17982482910156,-46.71259307861328,-4.046723365783691,-34
chosen,-196.2410888671875,-148.45663452148438,-4.778445720672607,34
rejected,-148.70033264160156,-101.37646484375,-4.732387065887451,17
chosen,-124.56080627441406,-85.45965576171875,-3.9101150035858154,40
rejected,-315.3370056152344,-266.7628173828125,-4.857419013977051,130
chosen,-44.62017059326172,-22.663772583007812,-2.1956398487091064,-169
rejected,-46.520565032958984,-20.238222122192383,-2.628234386444092,-168
chosen,-289.5864562988281,-235.30958557128906,-5.427687168121338,-96
rejected,-216.4126434326172,-178.10165405273438,-3.831099033355713,-119
chosen,-163.34844970703125,-139.6412811279297,-2.3707168102264404,68
rejected,-129.0819549560547,-110.08137512207031,-1.9000580310821533,39
chosen,-148.97369384765625,-133.16293334960938,-1.5810760259628296,44
rejected,-154.13038635253906,-104.50743865966797,-4.962295055389404,23
chosen,-16.295162200927734,-0.8346278667449951,-1.546053409576416,-248
rejected,-16.295162200927734,-0.8346278667449951,-1.546053409576416,-248
chosen,-106.23580932617188,-88.3282699584961,-1.790753960609436,29
rejected,-70.34797668457031,-21.745424270629883,-4.860255718231201,-13
chosen,-400.3974304199219,-355.5523986816406,-4.484503269195557,3
rejected,-232.05801391601562,-205.919921875,-2.61380934715271,-63
chosen,-53.740379333496094,-16.74329948425293,-3.6997077465057373,-163
rejected,-48.76272201538086,-1.7632133960723877,-4.699950695037842,-171
chosen,-257.9578552246094,-236.70944213867188,-2.1248414516448975,73
rejected,-82.93973541259766,-59.037322998046875,-2.3902413845062256,11
chosen,-43.56820297241211,-9.931863784790039,-3.363633871078491,-69
rejected,-64.99581146240234,-32.29676818847656,-3.269904375076294,-59
chosen,-274.515869140625,-232.17184448242188,-4.234402656555176,74
rejected,-95.03477478027344,-52.29830551147461,-4.273646831512451,12
chosen,-136.6520538330078,-92.62166595458984,-4.40303897857666,-59
rejected,-84.12443542480469,-48.0910758972168,-3.6033360958099365,-64
chosen,-122.70347595214844,-93.10606384277344,-2.9597413539886475,25
rejected,-371.28021240234375,-324.0433349609375,-4.723687648773193,158
chosen,-194.47451782226562,-159.91351318359375,-3.4561004638671875,60
rejected,-120.19684600830078,-47.85396957397461,-7.234288215637207,-18
chosen,-421.7025146484375,-385.59765625,-3.610485792160034,196
rejected,-296.532958984375,-270.9159851074219,-2.561697483062744,178
chosen,-101.83208465576172,-78.26671600341797,-2.356536865234375,41
rejected,-120.60859680175781,-45.1723747253418,-7.543622016906738,-1
chosen,-92.33816528320312,-67.13388061523438,-2.520428419113159,8
rejected,-97.69631958007812,-63.60906219482422,-3.4087257385253906,-5
chosen,-359.96258544921875,-335.1900329589844,-2.477255344390869,-86
rejected,-193.51502990722656,-171.67393493652344,-2.1841094493865967,-150
chosen,-110.17953491210938,-88.73169708251953,-2.1447837352752686,-77
rejected,-149.25021362304688,-118.86400604248047,-3.038620710372925,-54
chosen,-124.78518676757812,-91.6235580444336,-3.3161628246307373,30
rejected,-319.83905029296875,-290.0419921875,-2.979705810546875,177
chosen,-233.68606567382812,-208.74307250976562,-2.4942994117736816,-67
rejected,-206.23695373535156,-179.3204345703125,-2.6916520595550537,-79
chosen,-271.2293701171875,-230.7794647216797,-4.044990539550781,100
rejected,-56.39653396606445,-9.512964248657227,-4.688356876373291,-14
chosen,-190.47357177734375,-159.42498779296875,-3.1048583984375,58
rejected,-175.47471618652344,-141.06149291992188,-3.4413223266601562,43
chosen,-65.23104858398438,-32.73114013671875,-3.249990940093994,-392
rejected,-68.41577911376953,-23.260513305664062,-4.51552677154541,-399
chosen,-116.70768737792969,-92.49612426757812,-2.421156406402588,37
rejected,-28.502958297729492,-10.178054809570312,-1.83249032497406,-3
chosen,-591.824951171875,-552.969482421875,-3.885546922683716,22
rejected,-502.49725341796875,-452.7987060546875,-4.969854831695557,30
chosen,-20.944000244140625,-8.904190063476562,-1.2039810419082642,-124
rejected,-148.05740356445312,-112.94995880126953,-3.510744571685791,-105
chosen,-84.29096221923828,-45.479434967041016,-3.881152868270874,-233
rejected,-145.71331787109375,-111.97828674316406,-3.3735032081604004,-184
chosen,-55.6730842590332,-27.876121520996094,-2.779696226119995,-1
rejected,-32.167179107666016,-7.855800628662109,-2.431137800216675,-9
chosen,-131.35655212402344,-91.99687957763672,-3.935967206954956,16
rejected,-434.17926025390625,-402.4356689453125,-3.174359083175659,180
chosen,-51.841209411621094,-26.450010299682617,-2.5391199588775635,-190
rejected,-137.19461059570312,-97.18778991699219,-4.000682353973389,-162
chosen,-116.0539321899414,-80.7893295288086,-3.5264604091644287,18
rejected,-67.71431732177734,-32.25291061401367,-3.546140670776367,-4
chosen,-33.17962646484375,-20.039094924926758,-1.3140531778335571,-6
rejected,-39.33424377441406,-19.390518188476562,-1.9943726062774658,1
chosen,-176.4853515625,-164.47186279296875,-1.201348900794983,-96
rejected,-245.54833984375,-213.23275756835938,-3.231558322906494,-81
chosen,-81.93024444580078,-69.00060272216797,-1.292964220046997,-175
rejected,-96.05591583251953,-59.459259033203125,-3.659665822982788,-179
chosen,-45.64147186279297,-16.808977127075195,-2.883249521255493,-296
rejected,-194.67379760742188,-121.09381103515625,-7.357998847961426,-250
chosen,-169.77499389648438,-150.77841186523438,-1.899658203125,66
rejected,-445.2899475097656,-390.4691162109375,-5.482083320617676,146
chosen,-37.210731506347656,-21.709699630737305,-1.5501031875610352,-323
rejected,-338.1388854980469,-305.3758544921875,-3.2763030529022217,-187
chosen,-291.08648681640625,-270.61279296875,-2.0473694801330566,-50
rejected,-105.71566772460938,-65.79705810546875,-3.99186110496521,-133
chosen,-73.71946716308594,-51.663978576660156,-2.2055490016937256,-200
rejected,-208.74072265625,-153.4495391845703,-5.529118537902832,-149
chosen,-555.8243408203125,-482.8360290527344,-7.298831462860107,175
rejected,-56.85069274902344,-32.758235931396484,-2.409245729446411,3
chosen,-257.31683349609375,-239.22109985351562,-1.8095734119415283,-123
rejected,-566.8999633789062,-512.294921875,-5.460504055023193,0
chosen,-141.63436889648438,-119.84935760498047,-2.1785011291503906,-129
rejected,-66.24018859863281,-29.82252311706543,-3.641766309738159,-177
chosen,-126.12516784667969,-92.94579315185547,-3.3179376125335693,-280
rejected,-137.48284912109375,-80.82255554199219,-5.666029453277588,-293
chosen,-281.42974853515625,-235.96820068359375,-4.546154975891113,-178
rejected,-136.8531494140625,-96.69330596923828,-4.015984535217285,-240
chosen,-145.6106719970703,-123.67494201660156,-2.193572998046875,-44
rejected,-144.78347778320312,-114.07323455810547,-3.0710244178771973,-72
chosen,-529.784423828125,-500.32012939453125,-2.946429491043091,213
rejected,-212.4438018798828,-166.77426147460938,-4.566954135894775,71
chosen,-63.635616302490234,-37.96367263793945,-2.5671944618225098,-235
rejected,-445.6192626953125,-391.71923828125,-5.390002727508545,-51
chosen,-247.4730224609375,-200.84335327148438,-4.662967205047607,98
rejected,-246.75067138671875,-205.67214965820312,-4.107852458953857,103
chosen,-114.37004089355469,-99.73585510253906,-1.4634186029434204,25
rejected,-70.3656234741211,-31.605243682861328,-3.876038074493408,3
chosen,-53.25929260253906,-18.725261688232422,-3.4534032344818115,-254
rejected,-83.36355590820312,-44.567100524902344,-3.879645586013794,-242
chosen,-550.453125,-493.1056213378906,-5.734750270843506,239
rejected,-518.2371826171875,-471.1820983886719,-4.705508708953857,241
chosen,-74.46414184570312,-62.55455780029297,-1.1909583806991577,-2
rejected,-81.19690704345703,-27.421537399291992,-5.377536773681641,-24
chosen,-58.56524658203125,-8.310280799865723,-5.025496959686279,-21
rejected,-61.525169372558594,-10.568766593933105,-5.095640182495117,-18
chosen,-135.3612060546875,-105.85787963867188,-2.9503326416015625,28
rejected,-57.90332794189453,-18.470815658569336,-3.943251132965088,-28
chosen,-139.81280517578125,-119.0038070678711,-2.080899953842163,71
rejected,-536.8963012695312,-484.8122253417969,-5.208407878875732,202
chosen,-82.10065460205078,-18.14330291748047,-6.395735263824463,-11
rejected,-251.87449645996094,-213.06077575683594,-3.8813722133636475,83
chosen,-111.59317016601562,-87.67385864257812,-2.3919312953948975,-35
rejected,-141.21929931640625,-72.8575668334961,-6.8361735343933105,-37
chosen,-152.2743682861328,-136.94979858398438,-1.5324569940567017,-80
rejected,-210.1856231689453,-176.91616821289062,-3.3269455432891846,-66
chosen,-122.20460510253906,-71.90019226074219,-5.0304412841796875,25
rejected,-86.07077026367188,-21.989856719970703,-6.408092021942139,-7
chosen,-86.92237854003906,-56.45162582397461,-3.0470752716064453,-24
rejected,-494.3278503417969,-448.57354736328125,-4.575430393218994,136
chosen,-276.8608703613281,-228.67298889160156,-4.818788051605225,18
rejected,-186.39712524414062,-148.12876892089844,-3.8268356323242188,-8
chosen,-320.19219970703125,-269.7827453613281,-5.040945529937744,75
rejected,-166.14028930664062,-152.58802795410156,-1.3552261590957642,71
chosen,-239.1084747314453,-187.66502380371094,-5.144345283508301,-80
rejected,-110.57359313964844,-71.443115234375,-3.9130477905273438,-115
chosen,-107.90420532226562,-63.384002685546875,-4.452020168304443,-8
rejected,-165.21038818359375,-108.86244201660156,-5.63479471206665,7
chosen,-211.83570861816406,-179.97093200683594,-3.1864776611328125,-17
rejected,-399.3542785644531,-352.02264404296875,-4.733163356781006,87
chosen,-139.70504760742188,-121.41178894042969,-1.8293259143829346,-198
rejected,-332.5367431640625,-305.0232849121094,-2.7513458728790283,-60
chosen,-56.52679443359375,-17.376827239990234,-3.914996862411499,-60
rejected,-38.5113410949707,-8.85107421875,-2.966026782989502,-59
chosen,-130.73995971679688,-86.72118377685547,-4.4018778800964355,-81
rejected,-137.5568084716797,-77.5160903930664,-6.0040717124938965,-84
chosen,-140.88351440429688,-100.34864807128906,-4.0534868240356445,-88
rejected,-107.1934814453125,-37.94593048095703,-6.924755096435547,-129
chosen,-65.71866607666016,-22.76618194580078,-4.295248508453369,-14
rejected,-58.064273834228516,-29.455678939819336,-2.8608596324920654,-17
chosen,-294.5762939453125,-258.8704833984375,-3.5705811977386475,28
rejected,-100.48506164550781,-65.87569427490234,-3.4609367847442627,-62
chosen,-33.51511764526367,-23.55988121032715,-0.9955236315727234,-272
rejected,-28.918323516845703,-18.063156127929688,-1.0855168104171753,-274
chosen,-79.1808853149414,-44.37359619140625,-3.4807288646698,-217
rejected,-94.37664794921875,-63.063148498535156,-3.131350040435791,-190
chosen,-77.24565887451172,-33.40574645996094,-4.383991241455078,-251
rejected,-122.470458984375,-60.833919525146484,-6.16365385055542,-250
chosen,-0.028846845030784607,-1.3056130409240723,0.12767662107944489,-247
rejected,-77.62638854980469,-30.887666702270508,-4.673872470855713,-224
chosen,-88.22625732421875,-48.418643951416016,-3.9807612895965576,-72
rejected,-199.4970245361328,-155.3469696044922,-4.415005683898926,-24
chosen,-89.12158203125,-73.58047485351562,-1.5541107654571533,-173
rejected,-152.23294067382812,-113.44412231445312,-3.8788819313049316,-165
chosen,-590.3841552734375,-545.4091186523438,-4.497503757476807,128
rejected,-186.6728973388672,-171.43896484375,-1.5233932733535767,-19
chosen,-483.73443603515625,-433.76690673828125,-4.996753215789795,28
rejected,-417.57403564453125,-379.6563720703125,-3.791766405105591,-17
chosen,-275.6954345703125,-260.07720947265625,-1.561822533607483,72
rejected,-108.31535339355469,-92.51144409179688,-1.5803909301757812,-20
chosen,-503.57818603515625,-463.72540283203125,-3.985278367996216,202
rejected,-282.9736328125,-244.1690673828125,-3.8804566860198975,105
chosen,-122.56971740722656,-81.5586929321289,-4.101102352142334,-229
rejected,-31.089550018310547,-28.842830657958984,-0.22467194497585297,-246
chosen,-93.00284576416016,-50.301246643066406,-4.27016019821167,-21
rejected,-98.59169006347656,-54.58006286621094,-4.401162624359131,-12
chosen,-129.74053955078125,-92.55288696289062,-3.7187652587890625,-249
rejected,-99.20118713378906,-26.334571838378906,-7.286661624908447,-303
chosen,-60.94168472290039,-24.2289981842041,-3.6712684631347656,-3
rejected,-44.53139877319336,-15.320748329162598,-2.921065092086792,-7
chosen,-141.34234619140625,-56.96776580810547,-8.437458038330078,2
rejected,-267.85955810546875,-176.07388305664062,-9.178567886352539,54
chosen,-116.21867370605469,-88.7350082397461,-2.748366594314575,-78
rejected,-234.1458282470703,-204.54916381835938,-2.9596664905548096,18
chosen,-155.01885986328125,-137.75572204589844,-1.726313829421997,-35
rejected,-28.404556274414062,-9.054401397705078,-1.9350155591964722,-87
chosen,-47.277069091796875,-40.88948059082031,-0.6387588381767273,-55
rejected,-171.08338928222656,-146.80494689941406,-2.427844285964966,-15
chosen,-31.137531280517578,-10.253654479980469,-2.0883877277374268,-134
rejected,-95.6299057006836,-48.60150146484375,-4.702840328216553,-113
chosen,-106.43660736083984,-55.90888977050781,-5.052772045135498,-222
rejected,-180.21128845214844,-100.07466125488281,-8.013663291931152,-191
chosen,-91.64032745361328,-68.8480453491211,-2.2792282104492188,41
rejected,-153.17381286621094,-86.74867248535156,-6.642514228820801,20
chosen,-156.75540161132812,-120.29045104980469,-3.6464951038360596,-86
rejected,-341.18255615234375,-299.9080810546875,-4.127447605133057,29
chosen,-77.63136291503906,-13.194732666015625,-6.443663120269775,-54
rejected,-86.6986083984375,-26.278778076171875,-6.041983127593994,-38
chosen,-221.99363708496094,-182.1005096435547,-3.9893128871917725,74
rejected,-79.67681121826172,-11.324024200439453,-6.835278511047363,-6
chosen,-69.01022338867188,-56.47221374511719,-1.2538009881973267,-217
rejected,-26.43477439880371,-13.00976848602295,-1.3425005674362183,-235
chosen,-100.65664672851562,-24.855186462402344,-7.580146312713623,-9
rejected,-101.17403411865234,-21.491662979125977,-7.968237400054932,-2
chosen,-178.529296875,-144.03350830078125,-3.4495790004730225,-113
rejected,-80.1454849243164,-29.840740203857422,-5.030474662780762,-37
chosen,-151.92242431640625,-131.74745178222656,-2.0174973011016846,-253
rejected,-165.33067321777344,-98.93549346923828,-6.6395182609558105,-275
chosen,-121.66341400146484,-62.55512237548828,-5.910829067230225,8
rejected,-112.82135009765625,-64.42044830322266,-4.840090274810791,16
chosen,-354.33935546875,-273.9876403808594,-8.035171508789062,74
rejected,-233.4539031982422,-146.9735870361328,-8.648032188415527,5
chosen,-149.17044067382812,-116.85100555419922,-3.2319436073303223,-32
rejected,-167.43338012695312,-128.31918334960938,-3.911419630050659,-25
chosen,-151.267822265625,-107.74374389648438,-4.352407932281494,-33
rejected,-142.79364013671875,-78.9703369140625,-6.382330417633057,-38
chosen,-737.5216674804688,-685.9475708007812,-5.15740966796875,204
rejected,-460.55755615234375,-384.5257263183594,-7.603183269500732,145
chosen,-144.75503540039062,-131.86016845703125,-1.2894867658615112,-79
rejected,-108.62776184082031,-70.57395935058594,-3.805380344390869,-125
chosen,-78.81135559082031,-13.681429862976074,-6.512992858886719,-5
rejected,-79.43852233886719,-35.33794021606445,-4.410058498382568,5
chosen,-153.20802307128906,-123.4992446899414,-2.9708778858184814,-172
rejected,-90.22000885009766,-69.49165344238281,-2.072835683822632,-191
chosen,-333.03900146484375,-283.6976318359375,-4.934136867523193,1
rejected,-130.54983520507812,-83.64070892333984,-4.69091272354126,-78
chosen,-74.11346435546875,-19.48129653930664,-5.463216781616211,-33
rejected,-103.30548095703125,-43.335262298583984,-5.9970221519470215,-23
chosen,-136.17019653320312,-96.87489318847656,-3.929530382156372,-9
rejected,-188.24673461914062,-147.86524963378906,-4.038148403167725,-11
chosen,-137.15463256835938,-119.3604965209961,-1.7794135808944702,-218
rejected,-178.00308227539062,-152.52340698242188,-2.5479676723480225,-201
chosen,-110.10334777832031,-90.83179473876953,-1.9271553754806519,-212
rejected,-350.7126159667969,-306.4837646484375,-4.422885417938232,-138
chosen,-101.46741485595703,-87.20380401611328,-1.426361083984375,-114
rejected,-61.371097564697266,-11.602397918701172,-4.976870059967041,-177
chosen,-55.81147766113281,-26.160049438476562,-2.9651429653167725,7
rejected,-51.94903564453125,-38.44331359863281,-1.3505722284317017,8
chosen,-41.906097412109375,-17.19978904724121,-2.4706308841705322,-20
rejected,-173.08668518066406,-130.697998046875,-4.238868713378906,57
chosen,-52.285682678222656,-29.512161254882812,-2.2773520946502686,-1
rejected,-66.3624267578125,-28.533414840698242,-3.7829010486602783,-6
chosen,-113.0103759765625,-98.29452514648438,-1.4715851545333862,-72
rejected,-69.32717895507812,-41.389835357666016,-2.793734312057495,-109
chosen,-156.86264038085938,-130.05711364746094,-2.6805527210235596,-181
rejected,-193.9880828857422,-163.4661865234375,-3.052189588546753,-137
chosen,-54.59287643432617,-19.191747665405273,-3.5401132106781006,-23
rejected,-63.18937301635742,-13.70456600189209,-4.948480606079102,-28
chosen,-109.34658813476562,-64.631103515625,-4.471548557281494,-43
rejected,-61.34063720703125,-46.62425994873047,-1.4716377258300781,-48
chosen,-57.441986083984375,-26.14959716796875,-3.1292388439178467,-325
rejected,-75.37484741210938,-33.50408172607422,-4.187076568603516,-324
chosen,-32.76934051513672,-23.7320556640625,-0.9037284851074219,-232
rejected,-29.620325088500977,-8.36276912689209,-2.125755786895752,-249
chosen,-95.96830749511719,-54.06085968017578,-4.190744876861572,-184
rejected,-53.71220397949219,-13.234914779663086,-4.047729015350342,-201
chosen,-13.484490394592285,-1.989405870437622,-1.1495084762573242,-191
rejected,-62.82267761230469,-27.34813690185547,-3.5474541187286377,-186
chosen,-211.35525512695312,-183.28384399414062,-2.807141065597534,71
rejected,-186.75302124023438,-142.20355224609375,-4.454946994781494,-2
chosen,-295.489501953125,-245.7172393798828,-4.977226257324219,87
rejected,-103.46485137939453,-30.155345916748047,-7.33095121383667,-5
chosen,-258.61773681640625,-183.23370361328125,-7.538403511047363,-50
rejected,-216.65748596191406,-128.36822509765625,-8.828926086425781,-74
chosen,-60.38898468017578,-25.046735763549805,-3.53422474861145,-66
rejected,-118.9935302734375,-69.81764221191406,-4.917588710784912,-45
chosen,-57.64142608642578,-49.042381286621094,-0.8599044680595398,-112
rejected,-152.3798828125,-118.11895751953125,-3.4260926246643066,-77
chosen,-156.70692443847656,-138.0857391357422,-1.8621186017990112,-65
rejected,-140.51165771484375,-134.25985717773438,-0.6251800656318665,-54
chosen,-127.36947631835938,-97.65876007080078,-2.971071720123291,-201
rejected,-99.24455261230469,-41.81093215942383,-5.743361949920654,-242
chosen,-78.23731231689453,-41.53477478027344,-3.6702537536621094,-197
rejected,-113.72608947753906,-85.6675033569336,-2.805858612060547,-171
chosen,-54.0650634765625,-26.351062774658203,-2.771400213241577,-26
rejected,-113.30502319335938,-47.786258697509766,-6.551877021789551,-16
chosen,-66.3882827758789,-24.1908016204834,-4.219748020172119,-103
rejected,-101.19153594970703,-55.613792419433594,-4.557774543762207,-98
chosen,-96.83964538574219,-77.36174774169922,-1.9477897882461548,-111
rejected,-144.27685546875,-112.6148681640625,-3.16619873046875,-100
chosen,-328.71368408203125,-309.31365966796875,-1.94000244140625,171
rejected,-246.60360717773438,-224.5867156982422,-2.2016892433166504,134
chosen,-115.8032455444336,-101.25363159179688,-1.4549614191055298,54
rejected,-86.97450256347656,-19.840503692626953,-6.713400363922119,-13
chosen,-48.58888244628906,-26.760395050048828,-2.1828486919403076,-149
rejected,-197.69769287109375,-126.44647216796875,-7.1251220703125,-108
chosen,-194.4347381591797,-125.26107788085938,-6.917366027832031,-21
rejected,-133.31576538085938,-83.0850830078125,-5.023068428039551,-34
chosen,-82.39602661132812,-68.14859008789062,-1.42474365234375,-78
rejected,-170.93215942382812,-141.85983276367188,-2.9072327613830566,-52
chosen,-28.17850112915039,-10.467291831970215,-1.7711209058761597,-90
rejected,-20.235403060913086,-12.448029518127441,-0.7787373661994934,-82
chosen,-62.99786376953125,-21.008895874023438,-4.198896884918213,-90
rejected,-59.01564407348633,-7.852821350097656,-5.1162824630737305,-98
chosen,-74.95048522949219,-54.634742736816406,-2.031574249267578,-224
rejected,-205.09683227539062,-176.0440673828125,-2.9052765369415283,-161
chosen,-93.10295867919922,-54.43663024902344,-3.8666329383850098,13
rejected,-68.5760726928711,-10.92394733428955,-5.765212535858154,-15
chosen,-80.05016326904297,-65.98841094970703,-1.4061752557754517,-227
rejected,-54.562862396240234,-36.038360595703125,-1.8524502515792847,-237
chosen,-32.228885650634766,-9.234906196594238,-2.299398183822632,-22
rejected,-85.38440704345703,-40.73381423950195,-4.465059280395508,3
chosen,-474.40533447265625,-433.91412353515625,-4.049121379852295,171
rejected,-161.0635986328125,-113.57766723632812,-4.748593330383301,39
chosen,-168.73873901367188,-145.24705505371094,-2.349168539047241,-228
rejected,-98.92146301269531,-43.132179260253906,-5.578928470611572,-295
chosen,-70.95057678222656,-34.306427001953125,-3.664415121078491,6
rejected,-85.62028503417969,-23.113374710083008,-6.2506914138793945,2
chosen,-86.90815734863281,-56.202247619628906,-3.0705909729003906,-170
rejected,-90.5351333618164,-62.03662109375,-2.849851369857788,-166
chosen,-127.57299041748047,-88.19005584716797,-3.93829345703125,18
