type,policy_logps,reference_logps,rewards,lengths
rejected,-110.36763763427734,-103.53595733642578,-0.6831680536270142,-140
chosen,-416.75604248046875,-408.0364074707031,-0.8719635009765625,44
rejected,-326.8418884277344,-319.61737060546875,-0.7224518060684204,-4
chosen,-43.447654724121094,-31.726558685302734,-1.172109603881836,-1
rejected,-39.70941925048828,-29.053936004638672,-1.065548300743103,5
chosen,-0.7552943229675293,-1.995180368423462,0.12398860603570938,-197
rejected,-21.523866653442383,-12.861745834350586,-0.8662120699882507,-189
chosen,-35.05235290527344,-31.976022720336914,-0.30763301253318787,3
rejected,-26.78433609008789,-14.651357650756836,-1.2132978439331055,-10
chosen,-50.266204833984375,-50.06546401977539,-0.020074082538485527,-39
rejected,-11.289780616760254,-10.08177661895752,-0.12080039829015732,-62
chosen,-174.98509216308594,-170.76095581054688,-0.4224136471748352,31
rejected,-126.45056915283203,-113.81137084960938,-1.2639198303222656,-60
chosen,-26.80776596069336,-25.954181671142578,-0.08535843342542648,-257
rejected,-52.19915771484375,-46.071746826171875,-0.6127411127090454,-236
chosen,-493.46551513671875,-485.283203125,-0.8182312250137329,-3
rejected,-547.28857421875,-523.0372314453125,-2.4251344203948975,0
chosen,-152.60943603515625,-136.93780517578125,-1.567163109779358,-229
rejected,-82.8563003540039,-66.84381103515625,-1.6012489795684814,-261
chosen,-118.10964965820312,-112.35002136230469,-0.5759628415107727,-75
rejected,-52.87129592895508,-32.909706115722656,-1.9961589574813843,-131
chosen,-391.9610900878906,-390.5820007324219,-0.137908935546875,-107
rejected,-323.94183349609375,-325.390380859375,0.14485473930835724,-137
chosen,-42.89768600463867,-34.74186706542969,-0.8155819177627563,2
rejected,-43.87057113647461,-23.509376525878906,-2.0361194610595703,-9
chosen,-61.688751220703125,-49.436126708984375,-1.2252625226974487,18
rejected,-200.2843475341797,-187.86614990234375,-1.2418197393417358,71
chosen,-145.42626953125,-131.4299774169922,-1.3996292352676392,-204
rejected,-104.15221405029297,-96.54931640625,-0.7602897882461548,-211
chosen,-214.72943115234375,-206.9652862548828,-0.7764145135879517,42
rejected,-31.975852966308594,-25.943397521972656,-0.6032455563545227,-26
chosen,-27.22900390625,-22.970199584960938,-0.42588043212890625,-232
rejected,-45.98554992675781,-45.1136360168457,-0.0871913954615593,-228
chosen,-20.668943405151367,-20.38309669494629,-0.028584672138094902,-16
rejected,-28.46220588684082,-25.222747802734375,-0.3239458203315735,-7
chosen,-178.18118286132812,-179.41751098632812,0.12363281100988388,67
rejected,-147.71388244628906,-144.0885009765625,-0.3625381588935852,40
chosen,-216.74119567871094,-215.20652770996094,-0.15346680581569672,115
rejected,-273.4062194824219,-271.7508850097656,-0.16553345322608948,145
chosen,-166.507080078125,-166.3193817138672,-0.01876983605325222,-166
rejected,-79.1985092163086,-79.16193389892578,-0.0036575316917151213,-206
chosen,-41.437904357910156,-27.487472534179688,-1.3950432538986206,-9
rejected,-36.15949249267578,-15.688714981079102,-2.0470778942108154,-12
chosen,-23.509586334228516,-19.800500869750977,-0.37090855836868286,-242
rejected,-30.033676147460938,-17.373119354248047,-1.266055703163147,-237
chosen,-111.47891235351562,-108.29204559326172,-0.31868669390678406,-192
rejected,-285.31243896484375,-257.5152282714844,-2.7797210216522217,-116
chosen,-97.38249206542969,-82.35623168945312,-1.5026260614395142,-74
rejected,-88.42498016357422,-81.88665771484375,-0.6538322567939758,-71
chosen,-239.62921142578125,-225.82452392578125,-1.380468726158142,237
rejected,-153.1606903076172,-142.8499755859375,-1.0310715436935425,33
chosen,-236.79534912109375,-231.57913208007812,-0.5216217041015625,102
rejected,-77.16632080078125,-67.46553039550781,-0.9700790643692017,26
chosen,-86.15176391601562,-87.5583267211914,0.1406562775373459,-99
rejected,-150.27932739257812,-140.58551025390625,-0.9693817496299744,-77
chosen,-49.60546875,-47.7022590637207,-0.1903209686279297,-1
rejected,-79.2698974609375,-75.24977111816406,-0.4020126461982727,35
chosen,-107.36251068115234,-107.52083587646484,0.01583251915872097,4
rejected,-24.540924072265625,-11.73660945892334,-1.2804315090179443,-43
chosen,-117.9598159790039,-101.62945556640625,-1.6330360174179077,27
rejected,-28.153488159179688,-18.296499252319336,-0.9856988787651062,-4
chosen,-149.93203735351562,-141.6274871826172,-0.8304550051689148,-61
rejected,-124.59976196289062,-122.18942260742188,-0.24103394150733948,-75
chosen,-23.140331268310547,-19.540775299072266,-0.3599556088447571,-109
rejected,-99.89152526855469,-89.44003295898438,-1.0451492071151733,-80
chosen,-173.04595947265625,-150.24075317382812,-2.2805206775665283,106
rejected,-57.45065689086914,-56.611976623535156,-0.08386802673339844,12
chosen,-356.81036376953125,-354.2804870605469,-0.25298768281936646,165
rejected,-34.36014175415039,-11.510509490966797,-2.284963369369507,-13
chosen,-279.52630615234375,-266.3040771484375,-1.3222229480743408,-207
rejected,-82.85435485839844,-79.9393310546875,-0.2915023863315582,-311
chosen,-23.11380386352539,-19.23859214782715,-0.3875211775302887,-234
rejected,-20.072917938232422,-12.833438873291016,-0.7239479422569275,-236
chosen,-75.50070190429688,-63.15349578857422,-1.2347205877304077,13
rejected,-166.2362518310547,-163.58651733398438,-0.2649734616279602,40
chosen,-158.32765197753906,-139.2651824951172,-1.9062470197677612,55
rejected,-245.32711791992188,-237.41952514648438,-0.790759265422821,120
chosen,-297.68048095703125,-287.2021789550781,-1.0478302240371704,136
rejected,-326.38751220703125,-326.7947998046875,0.04072875902056694,165
chosen,-156.28314208984375,-146.62799072265625,-0.96551513671875,58
rejected,-87.2898178100586,-77.207275390625,-1.0082542896270752,26
chosen,-197.54510498046875,-191.9840850830078,-0.5561019778251648,-314
rejected,-128.15382385253906,-121.07025146484375,-0.7083572745323181,-329
chosen,-198.21408081054688,-195.60498046875,-0.2609100341796875,-48
rejected,-305.84912109375,-292.6767578125,-1.317236304283142,-4
chosen,-34.42479705810547,-19.871850967407227,-1.4552946090698242,-11
rejected,-45.02348709106445,-33.88002014160156,-1.1143467426300049,9
chosen,-418.56427001953125,-405.90118408203125,-1.2663086652755737,-4
rejected,-584.16796875,-567.2525024414062,-1.6915466785430908,-3
chosen,-127.36381530761719,-112.0117416381836,-1.5352073907852173,-388
rejected,-138.85462951660156,-119.42076873779297,-1.9433860778808594,-389
chosen,-102.57249450683594,-100.58503723144531,-0.1987457275390625,-316
rejected,-269.58990478515625,-261.00006103515625,-0.8589844107627869,-272
chosen,-111.131103515625,-100.13014221191406,-1.1000961065292358,-117
rejected,-3.428260087966919,-2.0324432849884033,-0.13958168029785156,-156
chosen,-125.62619018554688,-107.77822875976562,-1.784796118736267,48
rejected,-42.14879608154297,-17.240966796875,-2.4907829761505127,-10
chosen,-72.96357727050781,-64.0395736694336,-0.8924003839492798,-4
rejected,-110.73028564453125,-91.08612823486328,-1.9644157886505127,-4
chosen,-160.5455322265625,-156.52540588378906,-0.4020126461982727,-202
rejected,-133.33767700195312,-128.48468017578125,-0.485299676656723,-204
chosen,-177.19320678710938,-169.46937561035156,-0.7723831534385681,-162
rejected,-385.1280822753906,-368.4820556640625,-1.6646026372909546,-70
chosen,-249.32167053222656,-236.3485870361328,-1.297308325767517,-137
rejected,-284.87451171875,-267.800048828125,-1.7074463367462158,-115
chosen,-57.04257583618164,-51.45274353027344,-0.5589832663536072,-116
rejected,-32.60479736328125,-30.029264450073242,-0.2575533092021942,-121
chosen,-27.810745239257812,-24.81671905517578,-0.2994026243686676,-8
rejected,-11.739776611328125,-6.753149032592773,-0.4986627697944641,-16
chosen,-635.2939453125,-626.8320922851562,-0.8461853265762329,221
rejected,-342.6171875,-330.28338623046875,-1.2333801984786987,103
chosen,-24.01360321044922,-12.686368942260742,-1.1327234506607056,-115
rejected,-52.33220672607422,-48.31414031982422,-0.40180665254592896,-99
chosen,-90.76914978027344,-87.19441223144531,-0.357473760843277,-181
rejected,-113.15154266357422,-108.96884155273438,-0.4182701110839844,-191
chosen,-18.609764099121094,-14.284168243408203,-0.4325595796108246,-190
rejected,-53.87128829956055,-34.01219940185547,-1.98590886592865,-204
chosen,-12.174004554748535,-14.370415687561035,0.21964111924171448,-64
rejected,-36.6272087097168,-34.3593635559082,-0.22678451240062714,-51
chosen,-331.40570068359375,-332.59881591796875,0.11931152641773224,181
rejected,-344.84478759765625,-338.2218017578125,-0.6622986197471619,227
chosen,-160.12261962890625,-152.40496826171875,-0.7717651724815369,40
rejected,-312.2802734375,-299.3639831542969,-1.2916290760040283,127
chosen,-202.67706298828125,-194.81216430664062,-0.7864899039268494,71
rejected,-104.83479309082031,-98.18880462646484,-0.6645988821983337,25
chosen,-87.57536315917969,-80.64484405517578,-0.6930519342422485,-25
rejected,-49.69585418701172,-41.07487106323242,-0.8620983362197876,-50
chosen,-22.960102081298828,-14.98469066619873,-0.7975411415100098,-414
rejected,-51.495384216308594,-47.552799224853516,-0.3942584991455078,-367
chosen,-130.0291748046875,-126.34639739990234,-0.36827775835990906,-114
rejected,-172.7195281982422,-163.37158203125,-0.9347946047782898,-117
chosen,-80.23542022705078,-73.55481719970703,-0.668060302734375,-125
rejected,-46.83885192871094,-36.74101638793945,-1.0097836256027222,-141
chosen,-92.17383575439453,-82.45964813232422,-0.9714187979698181,13
rejected,-43.02613067626953,-30.998104095458984,-1.2028026580810547,-4
chosen,-16.065074920654297,-10.673377990722656,-0.5391697287559509,-160
rejected,-47.46294021606445,-44.49741744995117,-0.29655227065086365,-148
chosen,-153.15423583984375,-145.09793090820312,-0.8056305050849915,51
rejected,-83.95852661132812,-68.44849395751953,-1.551003336906433,19
chosen,-43.43608856201172,-30.955106735229492,-1.2480982542037964,-18
rejected,-160.13510131835938,-143.10604858398438,-1.702905297279358,28
chosen,-88.7315673828125,-85.1666030883789,-0.3564964234828949,-103
rejected,-68.02127838134766,-64.44886016845703,-0.35724183917045593,-114
chosen,-2.5159597396850586,-2.4854519367218018,-0.003050780389457941,-208
rejected,-25.579750061035156,-9.777729988098145,-1.5802019834518433,-206
chosen,-314.5330810546875,-293.15252685546875,-2.1380555629730225,147
rejected,-45.24363708496094,-24.667373657226562,-2.057626485824585,-8
chosen,-103.81156921386719,-93.55921936035156,-1.0252350568771362,-77
rejected,-220.38558959960938,-216.52903747558594,-0.3856552243232727,-9
chosen,-101.20396423339844,-94.29269409179688,-0.6911270022392273,-181
rejected,-257.938720703125,-255.731689453125,-0.220703125,-82
chosen,-37.114776611328125,-38.82154083251953,0.17067642509937286,-125
rejected,-5.4965314865112305,-1.1908111572265625,-0.4305720329284668,-142
chosen,-394.4908142089844,-385.0059509277344,-0.948486328125,-66
rejected,-19.470617294311523,-8.577499389648438,-1.0893118381500244,-256
chosen,-66.07772827148438,-52.87177276611328,-1.320595622062683,13
rejected,-60.85308074951172,-61.70005416870117,0.08469734340906143,33
chosen,-169.28652954101562,-163.2318115234375,-0.6054717898368835,-180
rejected,-327.67926025390625,-317.00433349609375,-1.0674927234649658,-130
chosen,-71.99393463134766,-55.003299713134766,-1.6990635395050049,6
rejected,-139.43850708007812,-133.01467895507812,-0.642382800579071,36
chosen,-52.658329010009766,-44.71813201904297,-0.7940196990966797,3
rejected,-10.629495620727539,-9.791499137878418,-0.08379965275526047,-7
chosen,-53.37508010864258,-49.188114166259766,-0.4186966121196747,-151
rejected,-84.01207733154297,-79.33199310302734,-0.468008428812027,-127
chosen,-60.265724182128906,-33.66383743286133,-2.660188674926758,0
rejected,-34.49869918823242,-10.313364028930664,-2.4185335636138916,-5
chosen,-81.28438568115234,-70.41319274902344,-1.0871193408966064,25
rejected,-87.62753295898438,-70.13108825683594,-1.7496445178985596,20
chosen,-50.25464630126953,-45.40803527832031,-0.4846611022949219,-194
rejected,-104.12269592285156,-87.71943664550781,-1.640325903892517,-187
chosen,-5.878106117248535,-6.396661758422852,0.05185556411743164,-162
rejected,-71.48916625976562,-67.72412109375,-0.376504510641098,-127
chosen,-29.99256134033203,-25.77249526977539,-0.42200660705566406,6
rejected,-90.82730102539062,-83.79547119140625,-0.7031829953193665,10
chosen,-59.34477996826172,-39.729209899902344,-1.9615570306777954,-1
rejected,-92.17285919189453,-71.96380615234375,-2.0209052562713623,7
chosen,-94.12409973144531,-92.24126434326172,-0.1882835477590561,-101
rejected,-307.0047302246094,-304.7978515625,-0.2206878662109375,10
chosen,-271.91558837890625,-255.94293212890625,-1.597265601158142,-233
rejected,-79.00340270996094,-66.03138732910156,-1.2972015142440796,-322
chosen,-251.74655151367188,-245.8101806640625,-0.5936371088027954,81
rejected,-56.076236724853516,-47.96353530883789,-0.8112701773643494,-16
chosen,-128.11639404296875,-114.60537719726562,-1.3511017560958862,0
rejected,-89.6535415649414,-74.38134765625,-1.5272194147109985,-35
chosen,-78.21971893310547,-74.02155303955078,-0.4198165833950043,31
rejected,-85.91004943847656,-65.22150421142578,-2.068854570388794,16
chosen,-129.1593475341797,-124.30646514892578,-0.48528823256492615,-33
rejected,-180.980712890625,-176.9818878173828,-0.3998825252056122,-49
chosen,-21.667795181274414,-16.855382919311523,-0.48124122619628906,-377
rejected,-53.20230484008789,-38.13309860229492,-1.5069206953048706,-377
chosen,-94.16253662109375,-83.10369110107422,-1.1058845520019531,22
rejected,-94.09114074707031,-84.51358032226562,-0.9577560424804688,23
chosen,-359.195556640625,-358.3650207519531,-0.0830535888671875,49
rejected,-108.59550476074219,-93.40277099609375,-1.5192734003067017,-148
chosen,-134.54339599609375,-137.44180297851562,0.2898406982421875,-158
rejected,-225.63885498046875,-227.5504608154297,0.19116058945655823,-123
chosen,-100.75497436523438,-94.17044830322266,-0.6584526300430298,-18
rejected,-336.1871337890625,-333.7415771484375,-0.24455566704273224,90
chosen,-144.92431640625,-146.6649169921875,0.17406006157398224,45
rejected,-43.74909210205078,-32.792236328125,-1.095685601234436,-28
chosen,-105.33126831054688,-95.98304748535156,-0.9348220825195312,25
rejected,-168.47198486328125,-164.21429443359375,-0.42576906085014343,101
chosen,-253.81399536132812,-246.49176025390625,-0.7322235107421875,101
rejected,-100.09129333496094,-81.14569091796875,-1.8945602178573608,23
chosen,-319.33270263671875,-314.74676513671875,-0.4585937559604645,-88
rejected,-194.03561401367188,-186.61434936523438,-0.74212646484375,-179
chosen,-90.20278930664062,-87.68539428710938,-0.251739501953125,-12
rejected,-229.0070037841797,-209.84097290039062,-1.9166030883789062,43
chosen,-343.76617431640625,-340.8324890136719,-0.29336854815483093,-11
rejected,-341.9608154296875,-337.8582763671875,-0.4102539122104645,-24
chosen,-366.2802734375,-353.486083984375,-1.2794189453125,137
rejected,-377.2987060546875,-371.8310546875,-0.546765148639679,200
chosen,-145.19216918945312,-141.6697998046875,-0.35223695635795593,-112
rejected,-212.1624298095703,-206.072265625,-0.6090164184570312,-82
chosen,-95.83807373046875,-71.01829528808594,-2.481977939605713,8
rejected,-33.966941833496094,-13.424880981445312,-2.054206132888794,-9
chosen,-80.13277435302734,-79.0845718383789,-0.10482025146484375,37
rejected,-215.51641845703125,-203.85568237304688,-1.1660736799240112,73
chosen,-75.41368103027344,-67.18106079101562,-0.8232620358467102,-200
rejected,-167.91856384277344,-165.08419799804688,-0.2834365963935852,-146
chosen,-18.676851272583008,-18.91823959350586,0.024138832464814186,-5
rejected,-23.199993133544922,-21.66061782836914,-0.15393753349781036,-2
chosen,-335.3346862792969,-325.5340576171875,-0.9800629019737244,-212
rejected,-125.65160369873047,-112.00333404541016,-1.364827036857605,-310
chosen,-50.02752685546875,-44.759429931640625,-0.5268096923828125,-145
rejected,-201.38082885742188,-180.1675567626953,-2.1213271617889404,-97
chosen,-538.4857788085938,-507.86151123046875,-3.062426805496216,223
rejected,-177.66217041015625,-143.77310180664062,-3.388906955718994,61
chosen,-109.60003662109375,-106.88502502441406,-0.2715011537075043,-51
rejected,-88.86592864990234,-80.41065216064453,-0.8455276489257812,-52
